Food,Quantity,Carbohydrate_(g),Protein_(g),Fat_(g),Category,Vegetarian,Recipe/Single_food_item,Calories_(kcal),Protein_(g)_nutritions,Fats_(g),Carbohydrates_(g),Fiber_(g),Starch_(g),Cholesterol_(mg),Calcium_(mg),Magnesium_(mg),Iron_(mg),Zinc_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vitamin_B6_(mg),Vitamin_B12_(mcg),"Folate,_ug",Vitamin_C_(mg),Retinol_Activity_Equivalents_(ug),Vitamin_E_(ug),total_n-6_fas_(%_of_energy),total_n-3_fas_(%_of_energy),Vitamin_B5_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Selenium_(mcg),Retinol_(mcg),Saturated_fatty_acids_(g),Mono-unsaturated_fatty_acids_(g),Poly-unsaturated_fatty_acids_(g),Free_sugars_(g)
"SKIPJACK TUNA, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,9.6335649,17.200163,5.3929491,1.5000269,1.060886,9.4419355,31.013002,20.899342,1.669462,0.61537802,0.02705762,0.0352045,0.83495057,0.28144148,0.65581918,35.586552,5.3753357,12.384288,0.057050999,,,0.33175001,41.260937,183.33501,969.85828,77.191147,,,,,
"SKIPJACK TUNA, FRESH, COOKED",,,,,,,R,,12.3,1.04,6.3,,,,53.4,,1.6,0.6,0.05,0.08,7.38,0.51,0.92416,8.37,2.88,67.46,,,,,,,,,,,,,
"SKIPJACK TUNA, FRESH, DEEP-FRIED",,,,,,,R,,23.637201,14.94234,0.78879499,0.71848702,0.76058501,70.491623,17.277781,31.974209,0.94344199,0.52964896,0.066775799,0.16657899,5.5644612,0.1247022,1.5680701,8.3384295,0.0,3.4068999,0.031899001,,,1.403367,232.7395,338.77481,25.497038,26.50993,,,,,
"SNAKE GOURD AND DRIED FISH, W/ COCONUT MILK",,,,,,,R,,8.9220619,16.609068,6.048018,1.620373,1.280148,16.475554,43.525723,30.426884,2.0339153,0.99112761,0.034269601,0.049106173,1.2079785,0.19211391,0.37334657,54.279892,4.6572199,13.903788,0.075500004,,,0.29034302,64.634422,189.59758,1280.976,52.231956,,,,,
"SNAKE GOURD, W/ COCONUT MILK",,,,,,,R,,1.9,11.2,4.5,2.6,2.2,0.0,31.0,22.9,1.07,0.22,0.02,0.03,0.3,0.05,0.0,13.6,2.3,44.0,0.1,3.8,2.7,,,,,,,,,,
"SOUR BANANA, RIPE",,,,,,,S,,1.2,0.1,13.5,0,0.0,0.0,52.0,40.8,2.29,2.1,0.03,0.05,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,,,,,,,,,,
"SOURSOP, RAW",,,,,,,S,,0.74,0.94,11.94,4.95,0.12,,10.0,17.7,0.29,0.12,0.03,0.04,0.85,0.03,,6.09,59.54,,0.06,,,0.12,25.83,264.0,6.78,,,135.0,38.54,132.0,9.83
"SOY MEAT AND POTATO, TEMPERED, W/ COCONUT MILK",,,,,,,R,,13.333339,11.611342,13.737888,3.918587,4.2646589,0.0,106.88539,12.54812,2.0985973,0.378066,0.040989801,0.015945749,0.58914632,0.065516151,,11.764048,8.0987616,7.561336,0.047775,,,0.191833,27.782993,486.6268,179.72139,0.32539299,,37.561638,13.321499,89.139076,0.58829701
"SOY MEAT, BOILED, W/ COCONUT MILK",,,,,,,R,,11.3,7.3,9.4,1.5,7.1,0.0,54.0,58.5,2.11,1.18,0.12,0.07,2.4,0.26,0.0,4.0,1.6,27.0,0.0,0.4,0.0,,,,,,,,,,
"SOY MEAT, TEMPERED",,,,,,,R,,20.510151,8.7702303,11.592509,5.7053642,0.75686496,0.0,141.02574,8.8150663,2.3382347,0.105519,0.0291261,0.02263565,0.1993556,0.040224899,,4.9951963,3.0799081,10.824453,0.049546,,,0.099983998,18.650331,528.5921,303.66772,0.77636999,,50.487396,157.24698,139.60791,0.759821
"SOY MEAT, TEMPERED, W/ COCONUT MILK",,,,,,,R,,11.6,13.9,10.1,2.298,6.6,0.0,60.0,71.7,2.69,1.42,0.13,0.07,2.6,0.27,0.0,9.6,2.1,27.0,0.1,0.7,0.0,,,,,,,,,,
SOYA MEAT CURRY,100.0,8.0,6.0,4.0,,,S,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOYA MEAT CURRY WITH COCONUT MILK,100.0,13.0,11.0,0.6,,,S,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPICES & SEASONINGS, NO OR MINIMAL CALORIC VALUE",,,,,,,S,,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPICY CASHEW,,,,,Dinner,Yes,S,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPICY CASHEW,,,,,Side Dish,No,S,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPICY CASHEW,,,,,Side Dish,Yes,S,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPINACH, BOILED, W/ COCONUT MILK",,,,,,,R,,2.2,8.4,4.2,2,1.7,0.0,59.0,60.5,2.21,0.36,0.07,0.06,0.2,0.07,0.0,92.5,11.6,274.0,0.8,0.7,1.3,,,,,,,,,,
"SPINACH, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",,,,,,,R,,3.02185297,12.24140835,3.574506998,5.176587105,2.426331043,0.0,133.5748291,65.47246552,1.729375958,0.907021999,0.0045462,0.062377952,0.848117232,0.128699347,,56.52823639,9.245866776,682.8821411,0.526337028,,,0.499379009,70.44552612,453.6438904,64.45220947,23.88169098,,,,,0.651308
"SPINY GOURD, TEMPERED",,,,,,,R,,3.405188084,5.519168854,13.3271122,5.375181675,9.038114548,0.0,128.4326782,56.95627975,1.535079002,0.607518971,0.043383151,0.069102347,0.538315892,0.180404797,,25.85284996,52.05007553,38.28003311,0.100602001,,,0.577256024,78.26709747,302.9328003,7.472346306,4.401600838,,,,,2.260426998
"SPINY GOURD, TEMPERED, W/ COCONUT MILK",,,,,,,R,,3.308544874,16.89486313,10.78059578,2.701086044,4.855467796,0.0,115.5785217,31.58589745,2.081711054,0.811438024,0.033959299,0.032273401,0.774840891,0.105185151,,23.14764023,30.08632851,24.38614655,0.054924,,,0.278476,41.40060425,149.3145905,3.818278074,2.536922932,,,,,0.950735986
"SQUID, FRESH, TEMPERED",,,,,,,R,,10.534639,7.0861163,4.9405079,2.1786671,1.109956,73.080002,26.592243,35.526249,1.039767,0.74023199,0.038466301,0.030856499,0.66914362,0.11038408,0.56550002,18.569864,3.3445077,16.233606,0.076757997,,,0.72361702,121.76359,219.4964,73.168335,28.454432,,,,,
"SQUID, FRESH, TEMPERED, W/ COCONUT MILK",,,,,,,R,,10.716239,19.731516,5.875608,1.487067,0.89415598,66.779999,31.967543,29.334848,1.903367,1.0624321,0.038388301,0.0273865,0.97826558,0.098882571,0.51674998,19.071743,3.2081776,16.195127,0.063758001,,,0.59291697,103.8456,157.1564,65.833931,25.965933,,,,,
SRI LANKAN COFFEE,,,,,Lunch,No,S,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI LANKAN SALAD,,,,,Breakfast,No,S,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STARCHY WHITE ROOT, NFS, AND DRIED FISH, NFS, TEMPERED",,,,,,,R,,16.20339,9.0151577,9.3677254,2.9212658,5.8946338,37.148094,54.943913,60.351967,1.6626275,1.1078975,0.044463001,0.090840019,1.7121763,0.3376568,0.84179956,96.263092,8.784687,20.892277,0.11711724,,,0.46946266,139.01956,496.8219,2886.6763,117.84888,,,,,
"STARCHY WHITE ROOT, NFS, AND DRIED FISH, NFS, W/ COCONUT MILK",,,,,,,R,,7.5782299,12.232293,11.72798,2.083277,7.0762892,14.302356,31.332191,30.567766,1.4074622,0.79117191,0.040958036,0.034390233,1.1695772,0.17491595,0.25586885,48.564365,12.072628,2.0277092,0.065055721,,,0.29503006,71.742882,340.186,1113.856,45.343639,,,,,
"STARCHY WHITE ROOT/TUBER AND VEGETABLE, NFS, TEMPERED",,,,,,,R,,2.67430377,7.757089138,13.47188377,5.303244114,8.312215805,0.0,106.6937103,36.09466934,1.316880465,0.34947288,0.084926985,0.063312501,1.088581562,0.154204801,,32.6035614,18.25508499,30.58295631,0.181304023,,,0.50462842,64.55625916,451.5841675,8.149679184,1.968085885,,,,,2.230344057
"STARCHY WHITE ROOT/TUBER AND VEGETABLE, NFS, TEMPERED, W/ COCONUT MILK",,,,,,,R,,2.73588562,14.57011032,10.38048935,3.654074192,5.217048168,0.0,66.00514984,24.3049221,1.574020624,0.522143126,0.056215666,0.043484677,1.229717135,0.113158956,,37.16790771,12.77808094,20.56365395,0.110691525,,,0.362935781,42.23851013,298.6856689,5.784357548,1.622557878,,,,,1.076879859
"STARCHY WHITE ROOT/TUBER AND VEGETABLE, NFS, W/ COCONUT MILK",,,,,,,R,,2.920766354,12.26408577,10.76596642,3.755946159,5.235613823,0.0,67.63962555,24.86209679,1.684882402,0.568018675,0.05812576,0.045078289,1.302585125,0.117600843,,39.07784271,13.1249094,21.12834358,0.112628832,,,0.374302149,43.08368301,303.827179,5.921636105,1.685263395,,,,,1.09463799
STRING HOPPERS,,,,,Lunch,No,S,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRING HOPPERS,,,,,Dinner,No,S,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRING HOPPERS,,,,,Breakfast,No,S,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STRING HOPPERS,RICE & WHEAT FLOUR",,,,,,,R,,3.3892999,0.44783998,29.369434,2.349544,11.332376,0.0,9.4465237,5.5623522,1.1643161,0.89636004,0.078174397,0.036643501,0.81339657,0.086104795,0.0,6.7169929,0.0,0.067798801,0.077367999,,,0.185276,23.617599,28.504,0.230068,12.281152,,41.127201,30.743601,151.68201,0.37665999
"STRING HOPPERS,RICE FLOUR",,,,,,,R,,2.6,0.3,32.7,0.9,32.7,0.0,10.0,9.9,0.78,0.53,0.03,0.02,1.4,0.06,0.0,8.2,0.0,0.0,0.0,0.6,0.0,,,,,,,,,,
"STRING HOPPERS,WHEAT FLOUR",,,,,,,R,,3.7,0.6,32.8,0,32.6,0.0,39.0,9.8,0.79,0.28,0.09,0.02,0.7,0.06,0.0,6.5,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,
SUGAR,,,,,,,S,,0.0,0.0,100.0,0,,,1.0,0.0,0.05,0.01,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,1.0,0.6,0.0,0.0,0.0,0.0,
"SUNFLOWER SEEDS, DRY",,,,,,,S,,23.5,51.8,6.8,10.8,4.0,0.0,176.0,413.0,5.85,7.07,0.59,0.13,1.6,0.94,0.0,81.8,0.0,0.0,21.9,39.2,0.1,,,,,,,,,,
SWEET APPAM,,,,,Beverage,Yes,S,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWEET FRIED BREAD (WHEAT FLOUR),,,,,,,R,,5.113469601,17.14122391,50.4122467,5.801632881,27.69714355,0.0,11.5379591,15.62530613,1.895102024,1.529877543,0.149551019,0.071706124,1.065306187,0.148489803,,10.18726444,0.208979592,0.922897935,0.225306123,,,0.477551043,58.25795746,88.08979034,0.801632643,29.6473465,,,,,2.026938915
SWEET LEMON,,,,,,,S,,1.0,0.9,11.1,,,,70.0,,0.26,0.07,0.02,0.01,0.1,0.0,0.0,0.0,39.0,0.0,,,,,,,,,,,,,
SWEET MANGO CHUTNEY,,,,,,,R,,0.8,0.6,32.2,2.2,4.1,0.0,27.0,17.6,0.61,0.17,0.02,0.02,0.2,0.06,0.0,14.7,37.0,49.0,0.5,0.9,0.2,,,,,,,,,,
SWEET MELON,,,,,,,S,,0.3,0.2,3.5,,,,32.0,12.0,1.4,0.18,0.11,0.08,0.3,,0.0,,26.0,,,,,,14.0,267.0,,400.0,,,,,
"SWEET POTATO LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",,,,,,,R,,3.225731134,17.76296234,4.852575302,4.146923065,0.887744009,0.0,49.42868423,14.57448196,3.851385117,0.30656299,0.068295397,0.133726701,0.744411886,0.044720002,,6.141970634,36.77741623,207.4246826,0.110003002,,,0.221647993,59.20523453,376.5432739,27.12123871,7.991370201,,,,,0.53955996
"SWEET POTATO, BOILED",,,,,,,R,,1.1,0.3,20.5,2.1,8.9,0.0,23.0,45.0,0.7,0.3,0.07,0.01,0.8,0.05,0.0,8.0,17.0,660.0,4.4,0.9,0.2,,,,,,,,,,
"SWEET POTATO, W/ COCONUT MILK",,,,,,,R,,1.8,8.6,20.6,3.5,15.0,0.0,29.0,18.6,0.69,0.18,0.04,0.03,0.4,0.06,0.0,13.2,8.5,676.0,0.0,0.7,0.1,,,,,,,,,,
SWEETENED CONDENSED MILK,,,,,,,S,,7.91,8.7,54.4,0,,,284.0,26.0,0.19,0.94,0.09,0.416,0.21,0.051,0.44,11.0,2.6,74.0,0.16,,,,,,,,,,,,
"TAPIOCA,MANIOC,CHIPS,DRIED",,,,,,,S,,1.3,0.3,82.6,,,,91.0,,3.6,0.0,0.23,0.1,1.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"TARO LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",,,,,,,R,,5.0,20.7,5.5,7.431,0.4,0.0,86.0,50.9,2.28,0.93,0.11,0.3,1.4,0.04,0.0,41.3,23.4,851.0,1.1,1.3,0.0,,,,,,,,,,
"TARO ROOT, W/ COCONUT MILK",,,,,,,R,,2.1338401,5.578413,11.922556,2.1484849,7.2157073,0.0,18.244606,21.649504,1.148185,0.42434502,0.045386601,0.020050699,0.72387338,0.09458705,,15.677049,11.862414,12.360657,0.080109,,,0.304584,47.460609,379.25739,3.7780321,0.570593,,59.186283,23.493988,151.27727,1.043205
"TEA, BREWED FROM BLACK TEA LEAVES",,,,,,,S,,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.02,0.02,0.0,0.014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"TEA, BREWED FROM GREEN TEA",,,,,,,S,,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"TEA, BREWED FROM HERBS AND SPICES",,,,,,,S,,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"TEA, MADE FROM INSTANT BLACK TEA POWDER",,,,,,,S,,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.02,0.02,0.0,0.014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"TENDER JACKFRUIT, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",,,,,,,R,,2.1,9.0,6.3,2.993,0.9,0.0,85.0,25.6,1.34,0.49,0.02,0.04,0.1,0.04,0.0,9.5,5.1,21.0,0.6,1.3,0.1,,,,,,,,,,
"TENDER JACKFRUIT, TEMPERED MALLUM W/ SCRAPED COCONUT",,,,,,,R,,2.1,20.1,6.3,3.143,0.9,0.0,85.0,26.1,1.35,0.5,0.02,0.04,0.1,0.04,0.0,9.7,5.0,21.0,0.7,1.5,0.0,,,,,,,,,,
"TENDER JACKFRUIT, TEMPERED, W/ COCONUT MILK",,,,,,,R,,2.882226,17.778494,6.5360599,4.7861977,0.34061,0.0,109.46242,19.417152,1.4486101,0.54871202,0.0453224,0.022437099,0.6141389,0.05054535,,24.591448,14.832209,9.2735062,0.071070001,,,0.23522401,25.154982,235.43039,2.8208501,0.25652,,50.376724,28.701935,103.70392,1.494812
THALA BOLA,5.0,3.2,0.6,1.6,,,S,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THALAPA, MILLET",,,,,,,R,,2.6307001,0.65490001,24.956499,4.1292,23.465401,0.0,155.03,54.759998,1.7686,0.91390002,0.11544,0.062899999,0.49579999,0.0148,0.0,9.6865997,0.0,0.077330001,0.055500001,,,0.055500001,91.019997,154.66,1.7464,7.5295,,109.89,220.14999,168.35001,0.1184
THATI PAAN,100.0,50.0,8.0,2.5,,,S,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOSAI,,,,,Side Dish,No,S,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THRIPOSHA CEREAL, PREPARED AS PORRIDGE",,,,,,,R,,16.896999,11.655001,18.399,7.5030003,6.5669999,0.0,265.03,108.433,2.8369999,2.221,0.22479999,0.34110001,2.1015,0.28349999,0.66000003,81.4114,2.6888001,44.9757,0.53200001,,,0.72000003,351.10001,774.79999,74.314003,6.4919996,,958.79999,1410.6,3490.2,1.191
"TILAPIA, FRESH, BOILED",,,,,,,R,,10.831794,0.88318801,3.251961,1.668628,0.42186201,14.41892,71.890358,25.408905,2.1630323,0.60341543,0.029109839,0.12185625,0.93921721,0.12123857,0.82104701,8.4934702,2.5766902,20.197735,0.048393998,,,0.50978798,116.50735,228.53067,30.767736,12.387984,,,,,
"TILAPIA, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,9.2,4.8,4.2,1.1,1.8,11.7,60.0,20.2,1.85,0.52,0.02,0.09,0.7,0.1,0.66449273,9.2,3.4,70.0,0.8,1.6,0.4,,,,,,,,,,
"TILAPIA, FRESH, DEEP-FRIED",,,,,,,R,,25.6,16.6,0.0,0,0.0,36.6,138.0,34.1,3.94,1.22,0.02,0.2,1.6,0.19,1.342131,11.5,0.0,24.0,2.7,1.5,0.4,,,,,,,,,,
"TILAPIA, FRESH, TEMPERED",,,,,,,R,,9.4362202,5.3275747,1.564873,1.046944,0.31004101,12.779328,56.899498,19.00876,1.642419,0.50556898,0.02053304,0.10238325,0.7900998,0.10409877,0.7276848,7.2706833,2.6063035,16.797201,0.026907001,,,0.444047,99.75985,183.96899,27.183432,10.650672,,,,,
"TILAPIA, FRESH, TEMPERED & BOILED",,,,,,,R,,10.831794,5.4831877,3.251961,1.668628,0.42186201,14.41892,72.065788,25.723951,2.1711249,0.606457,0.030023441,0.1215451,0.95059282,0.12264675,0.82104701,8.9264154,2.8307512,19.530489,0.048393998,,,0.50978798,117.62636,235.12498,30.813965,12.387984,,,,,
"TILAPIA, FRESH, TEMPERED, W/ COCONUT MILK",,,,,,,R,,9.470171,10.776002,4.5807047,1.411787,0.75487202,11.669572,60.034245,21.189474,2.120332,0.66466296,0.034530379,0.1052434,0.95846283,0.1219869,0.66449273,11.445087,3.4874289,14.291841,0.039218001,,,0.45987099,97.998314,203.82956,25.157877,9.9082546,,,,,
TOMATO & ONION SAMBOL,,,,,,,R,,1.125338,0.36788201,5.5310812,2.047044,0.38755199,0.0,13.191713,14.839725,0.346457,0.164303,0.034905002,0.018192001,0.41870901,0.084785998,,23.369179,17.811415,72.846115,0.064412996,,,0.236288,24.265247,188.7494,8.2675295,0.219789,,52.948139,50.819794,145.33101,3.4320791
TOMATO SALAD,,,,,,,R,,1.063985,0.29846001,3.629338,2.269136,0.56635296,0.0,19.424252,18.022076,0.61556101,0.202677,0.025192,0.015194,0.37365401,0.088268995,,20.691629,10.870911,24.106205,0.032313,,,0.37862599,29.147381,249.9899,6.8392029,0.27092499,,67.049835,20.836666,96.802483,0.93257099
TOMATO SAUCE,25.0,8.75,0.37,0.45,,,S,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMATO SAUCE (KETCHUP),,,,,,,S,,2.5,5.1,8.7,1.7,4.4,0.0,27.0,10.1,0.82,0.24,0.09,0.02,1.3,0.11,0.0,19.5,9.0,172.0,1.2,4.6,0.4,,,,,,,,,,
"TOMATO, RIPE, RAW",,,,,,,S,,0.8,0.3,3.2,1.6,0.0,0.0,9.0,11.9,0.22,0.11,0.04,0.02,0.5,0.08,0.0,15.4,25.3,0.0,0.2,5.4,0.8,,,,,,,,,,
"TOMATO, TEMPERED, W/ COCONUT MILK",,,,,,,R,,1.6,15.6,5.6,1.2,1.8,0.0,12.0,10.9,0.54,0.12,0.02,0.01,0.2,0.03,0.0,8.7,6.3,119.0,0.1,0.5,0.1,,,,,,,,,,
TREACLE,,,,,,,S,,1.2,0.0,67.2,,,,550.0,180.0,14.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,29.0,1760.0,180.0,,0.0,0.0,0.0,0.0,
"TREVALLY JACK, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,13.8,1.2,3.4,1.1,1.3,24.8,24.0,29.4,1.53,0.5,0.04,0.05,2.3,33.0,0.96928501,741.8,3.2,83.0,0.3,2.1,2.5,,,,,,,,,,
"TREVALLY JACK, FRESH, DEEP-FRIED",,,,,,,R,,24.923,11.8855,1.24125,0.54400003,1.0695,53.452,38.857998,48.731499,2.78005,0.83319998,0.069456249,0.11523125,3.1070373,0.10650625,2.371875,7.6210313,0.0,0.20542499,0.078249998,,,1.55525,272.31,410.36252,96.079239,73.824005,,,,,
TUNA,100.0,0.0,29.0,0.6,,,S,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNA, DRIED",,,,,,,S,,63.79,3.37,,,,77.14,83.48,83.45,3.6,1.44,,0.12,2.98,1.98,5.64,213.0,,,,,,1.64,185.0,765.0,7909.0,624.0,,1767.0,657.0,604.0,
"TUNA, DRIED, TEMPERED",,,,,,,R,,34.640537,12.419571,5.4839292,2.643693,1.5154411,40.267078,68.416908,60.317348,2.6627331,0.95816898,0.02748068,0.086571798,1.7729731,1.0087318,2.796876,112.23093,7.6027465,18.566446,0.084687002,,,1.062292,124.36092,563.30029,4131.8916,326.77774,,,,,
"TUNA, FRESH, BOILED",,,,,,,R,,10.503594,2.141288,3.251961,1.668628,0.42186201,19.36927,41.252892,28.652615,1.0635623,0.83862549,0.019263839,0.19843626,1.9733207,0.19016057,0.98733503,38.395771,2.5766902,20.197735,0.048393998,,,0.422268,131.27635,263.53867,48.966423,145.39104,,,,,
"TUNA, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,10.559435,11.50911,4.1620331,1.36043,0.53485501,18.059099,42.72036,25.595345,1.82084,1.057218,0.0167882,0.17498286,2.0776794,0.17784087,0.92054999,40.663605,2.4795806,16.195127,0.062613003,,,0.36325198,120.60979,240.1931,45.228935,135.45842,,,,,
"TUNA, FRESH, DEEP-FRIED",,,,,,,R,,19.959444,18.003094,0.0,0,0.0,39.528183,48.425095,34.482506,0.92652899,1.462353,0.0,0.357216,3.7842569,0.3214944,1.5907274,69.352371,0.0,0.0,0.0,,,0.69210601,235.53931,356.0997,95.800865,294.70319,,,,,
"TURKEY BERRY (THIBBATU) AND LEAFY GREENS, NFS, TEMPERED",,,,,,,R,,3.608740091,8.508657455,9.085474968,7.26985693,5.011253357,0.0,215.0310822,70.15538788,2.473726273,0.796081185,0.060611524,0.133836329,1.013383508,0.574444711,,55.90169144,30.7059803,513.4293213,1.355395794,,,0.415541321,82.89212799,522.602356,20.91234779,12.40592575,,,,,1.764276862
"TURKEY BERRY (THIBBATU), TEMPERED",,,,,,,R,,2.330698967,8.675606728,10.35947037,7.172173977,6.513740063,0.0,158.7548065,53.50189972,1.453773975,0.550565004,0.043383151,0.04918845,1.065489888,0.710664392,,46.8900032,13.51585007,31.19918823,2.250917912,,,0.274143994,81.91796112,476.5126038,18.02528763,10.24642944,,,,,1.720054984
"TURKEY BERRY (THIBBATU), TEMPERED, W/ SCRAPED COCONUT",,,,,,,R,,2.375111103,15.69575596,8.874079704,7.680660725,5.998613834,0.0,77.4853363,53.3423233,1.273288965,0.670179009,0.016896799,0.04338935,0.971816778,0.689659178,,45.94551086,9.128543854,19.24736595,2.195662022,,,0.356999993,87.28152466,455.7664795,23.84229279,15.27558994,,,,,1.566323996
"TURNIP LEAVES, TEMPERED",,,,,,,R,,4.78295517,5.812599182,6.924685478,6.678634167,3.590068579,0.0,199.3943634,83.80899811,3.420299053,1.058763027,0.058000207,0.220623046,0.859987557,0.467376143,,67.48176575,48.45546722,1036.896118,0.425866783,,,0.605298162,80.55789948,535.0543213,24.42021751,14.78297997,,,,,1.740595579
"UPPUMA, TEMPERED W/ VEGETABLES",,,,,,,R,,4.8604593,4.2400651,28.364111,4.7573023,20.271574,0.0,24.274937,22.868555,1.758672,1.122031,0.085464202,0.02588255,0.59555978,0.093038648,0.0,17.456631,3.994596,110.1483,0.173605,,,0.38638401,50.850605,143.6521,8.8110399,1.432995,,64.612946,56.681053,194.03419,1.476508
"VADE (FRITTERS), BLACK GRAM",,,,,,,R,,13.6,0.85,27.4,,,,98.4,,3.5,1.5,0.2,0.2,1.25,0.03,0.0,72.1,0.55,18.5,,,,,,,,,,,,,
"VADE (FRITTERS), DHAL",,,,,,,R,,15.4,4.5,47.9,,,,48.4,,3.3,2.1,0.3,0.16,1.23,0.32,0.0,417.5,2.5,10.5,,,,,,,,,,,,,
"VEAL, DEEP-FRIED",,,,,,,R,,22.310812,23.72730637,2.528399944,1.613178015,2.288202047,48.85071945,21.03766823,33.8643837,3.575105906,3.197096586,0.033374,0.05844795,5.124189854,0.146156564,1.6582869,2.528939724,0.0,4.857379913,0.509360015,,,0.85294199,185.6720581,408.4407349,31.14587021,21.19427681,,,,,0.044688001
VEGETABLE CURRY WITH COCONUT MILK,100.0,10.0,1.0,9.0,,,S,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE CURRY WITH COCONUT OIL,100.0,12.0,1.0,5.0,,,S,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE KOTTU,,,,,Lunch,No,S,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE KOTTU,,,,,Breakfast,Yes,S,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE ROLL,50.0,18.0,3.0,4.0,,,S,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE ROTI,,,,,Breakfast,Yes,S,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLE SOUP,100.0,6.0,1.5,0.3,,,R,30.0,3.513803005,0.480477005,9.733413696,4.264503002,5.208657742,0.0,43.66044617,26.04574776,1.306761503,0.504874229,0.055640351,0.045231052,0.512557268,0.154771253,,29.09160423,14.58968449,316.3060608,0.174747005,,,0.403609991,59.01694107,307.8643799,21.76308441,7.062270164,,,,,2.638001919
"VEGETABLE, NFS, AND DRIED FISH MALLUM, LIGHT TEMPERED, W/ SCRAPED COCONUT",,,,,,,R,,11.838052,8.2922192,4.3468981,5.7910295,2.2452135,23.361874,58.53096,56.257488,1.7808168,0.94803596,0.036456458,0.097663604,1.7342591,0.29710546,0.52939498,90.142311,9.6081657,29.600557,0.19248399,,,0.6949845,114.42545,409.91534,1825.428,81.826744,,,,,
"VEGETABLE, NFS, AND DRIED FISH, NFS, TEMPERED",,,,,,,R,,11.877072,6.2467012,5.4192939,4.6777697,1.2719467,24.264782,55.307976,53.118633,1.572193,0.84318823,0.049979117,0.1001611,1.8545381,0.29411307,0.54985547,91.806229,14.858517,41.310135,0.10799737,,,0.61191815,108.5787,403.14435,1890.1569,78.754929,,,,,
